Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/Observation-rs-bundle-example-observation-body-temperature.json	863	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-bundle-example-observation-call-source.json	780	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	13	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-bundle-example-observation-clinical-remarks.json	829	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	13	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-bundle-example-observation-cyanosis.json	955	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	13	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-bundle-example-observation-gcs.json	2409	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	11	13	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-bundle-example-observation-injury-datetime.json	780	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-bundle-example-observation-injury-intent.json	890	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	12	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-bundle-example-observation-mode-transport.json	899	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	13	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-bundle-example-observation-pulse-rate.json	2141	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	13	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-bundle-example-observation-reported-complaint.json	819	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-bundle-example-observation-respiratory-rate.json	2120	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	13	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-bundle-example-observation-runreport-comments.json	742	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-bundle-example-observation-transport-accident.json	765	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-bundle-example-timeline-date-received.json	673	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-bundle-example-timeline-time-departed.json	724	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-bundle-example-timeline-time-enroute.json	692	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	1
fsh-generated/resources/Observation-rs-bundle-example-timeline-time-hospital.json	791	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	14	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-bundle-example-timeline-time-on-scene.json	801	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-bundle-example-timeline-time-station.json	677	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-abrasion.json	1026	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-activity-at-incident.json	878	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-avulsion.json	1053	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	12	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-base.json	637	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-blood-alcohol.json	838	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-blood-pressure.json	1705	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-body-temperature.json	842	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-call-source.json	747	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-cctv.json	733	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-clinical-remarks.json	778	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	7	0	0	0	1	0	0	0
fsh-generated/resources/Observation-rs-example-observation-collision-type.json	719	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-collision-vs-noncollision.json	900	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	1	0
fsh-generated/resources/Observation-rs-example-observation-concussion.json	1059	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-condition.json	770	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-contusion.json	1027	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-cyanosis.json	934	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-ec-bites.json	806	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-ec-burns.json	1044	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-ec-chemical.json	826	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-ec-drowning.json	1021	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-ec-fall.json	770	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-ec-firecracker.json	804	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-ec-forces.json	719	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-ec-gunshot.json	795	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-ec-hanging.json	731	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-ec-mauling.json	706	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-ec-other.json	786	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-ec-sexual-assault.json	720	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-ec-sharp.json	801	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-fracture.json	1284	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-gcs.json	2388	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-how-many-vehicles.json	710	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-injury-datetime.json	759	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-injury-intent.json	869	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-level-consciousness.json	981	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-mode-transport.json	878	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-multiple-injuries.json	734	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-nature-burns.json	1020	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-open-wound.json	1009	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-other-injury.json	1042	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-other-vehicle.json	958	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-outcome.json	960	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-patients-vehicle.json	936	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-place-of-occurrence.json	1018	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-position-of-patient.json	933	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-pulse-rate.json	2120	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	8	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-pupils.json	983	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-referred.json	737	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-reported-complaint.json	774	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-respiratory-rate.json	2099	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-risk-factors.json	969	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-runreport-comments.json	711	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	13	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-safety-accessories.json	968	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-status-on-arrival.json	966	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-timeline.json	665	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-traffic-investigator.json	739	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-transferred.json	670	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-transport-accident.json	744	3	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-traumatic-amputation.json	812	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-triage.json	754	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/Observation-rs-example-observation-urgency.json	740	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Organization-rs-bundle-example-organization.json	688	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0
fsh-generated/resources/Organization-rs-organization-single-ex.json	1705	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0
fsh-generated/resources/Patient-rs-bundle-example-patient.json	834	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	0	0	0	0
fsh-generated/resources/Patient-rs-example-patient.json	2121	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	13	0	0	0	0	0	0	0
fsh-generated/resources/Practitioner-rs-bundle-example-practitioner-receiver.json	429	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	6	0	0	0	0	0	0	0
fsh-generated/resources/Practitioner-rs-bundle-example-practitioner-teamlead.json	419	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	6	0	0	0	0	0	0	0
fsh-generated/resources/Practitioner-rs-practitioner-receivedby.json	593	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0	0
fsh-generated/resources/Practitioner-rs-practitioner-teamlead.json	551	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0
fsh-generated/resources/Practitioner-rs-practitioner-treatment.json	558	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0
fsh-generated/resources/Procedure-rs-bundle-example-procedure-education.json	950	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0	0
fsh-generated/resources/Procedure-rs-bundle-example-procedure-transport.json	832	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
fsh-generated/resources/Procedure-rs-example-procedure-transport.json	1008	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0
fsh-generated/resources/Procedure-rs-example-procedure.json	996	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-RSOneissQuestionnaire.json	93668	8	0	0	0	0	0	0	7	563	0	0	0	0	0	0	0	1	0	0	532	167	0	0	1	0	15	0	1
fsh-generated/resources/Questionnaire-RSRunReportQuestionnaire.json	59061	6	0	0	0	0	0	0	4	69	0	0	0	0	0	0	0	0	0	0	310	80	0	0	0	0	8	0	0
fsh-generated/resources/ServiceRequest-rs-bundle-example-service-request.json	709	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-rs-example-service-request.json	852	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	12	0	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ph-road-safety-logical-model.json	84505	12	0	184	1	0	0	0	0	181	0	0	1	0	0	0	0	3	0	0	1082	1915	0	0	0	0	30	0	2
fsh-generated/resources/StructureDefinition-rs-allergy-intolerance.json	1756	1	0	44	0	0	0	0	1	22	0	0	0	0	0	0	0	0	0	0	108	254	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-rs-bundle-ems.json	14949	3	0	1110	0	0	0	0	0	176	0	0	2	0	0	0	0	8	0	0	2009	3919	0	0	0	0	73	1	5
fsh-generated/resources/StructureDefinition-rs-bundle-oneiss.json	13316	2	0	659	0	0	0	0	0	89	0	0	1	0	0	0	0	3	0	0	905	1814	0	0	0	0	30	0	3
fsh-generated/resources/StructureDefinition-rs-bundle-postcrash.json	4035	2	0	145	0	0	0	0	0	39	0	0	0	0	0	0	0	2	0	0	370	768	0	0	1	0	13	0	1
fsh-generated/resources/StructureDefinition-rs-claim.json	964	2	0	45	0	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0	239	567	0	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-rs-composition-ems.json	7886	2	0	32	1	0	0	0	0	75	0	0	0	0	0	0	0	1	0	0	338	465	0	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-rs-composition-oneiss.json	9773	2	0	31	0	0	0	0	1	43	0	0	1	0	0	0	0	1	0	0	343	608	0	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-rs-composition-postcrash.json	4260	1	0	19	0	0	0	0	0	34	0	0	0	0	0	0	0	1	0	0	233	466	0	0	0	0	7	1	1
fsh-generated/resources/StructureDefinition-rs-condition-external-cause.json	797	2	0	29	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	94	346	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-rs-condition-final-diagnosis.json	1063	2	0	15	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	115	267	0	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-rs-condition-initial-impression.json	1052	2	0	13	1	0	0	0	0	19	0	0	0	0	0	0	0	1	0	0	114	304	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-rs-condition-nature-of-injury.json	806	2	0	15	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	94	292	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-rs-condition-problem.json	983	3	0	16	0	0	0	0	0	19	0	0	0	0	0	0	0	1	0	0	114	292	0	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-rs-condition.json	2035	2	0	1	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	110	270	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-rs-document-reference.json	2099	3	0	16	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	135	237	0	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-rs-encounter-vehicle-used.json	2338	3	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	42	113	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-rs-encounter.json	14017	2	0	81	1	0	0	0	0	79	0	0	0	0	0	0	0	1	0	0	466	633	0	0	1	0	14	0	2
fsh-generated/resources/StructureDefinition-rs-healthcare-service.json	2099	2	0	30	0	0	0	0	0	17	0	0	1	0	0	0	0	1	0	0	112	182	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-rs-incident-location-incident.json	1665	1	0	14	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	113	186	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-rs-location-service.json	1532	2	0	28	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	84	141	0	0	0	0	3	1	1
fsh-generated/resources/StructureDefinition-rs-medication-statement.json	2006	1	0	19	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	85	140	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-rs-observation-abrasion.json	1948	2	0	37	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	239	332	0	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-rs-observation-activity-at-incident.json	1921	1	0	16	1	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0	152	401	0	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-rs-observation-avulsion.json	1957	1	0	18	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	158	333	0	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-rs-observation-blood-alcohol.json	1653	2	0	12	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	143	367	0	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-rs-observation-blood-pressure.json	4332	1	0	18	0	0	0	0	0	42	0	0	0	0	0	0	0	1	0	0	240	2289	0	0	0	0	12	0	0
