"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"PH-RoadSafetyLogicalModel.patient.identifier.use","PH-RoadSafetyLogicalModel.patient.identifier.use","","","",0,1,"","Y","Y","code {[]} {[]}
","usual | official | temp | secondary | old (If known)","The purpose of this identifier.","Applications can assume that an identifier is permanent unless it explicitly says that it is temporary.","Allows the appropriate identifier for a particular context of use to be selected from among a set of identifiers.","","","","","","","",,"required","Identifies the purpose for this identifier, if known .","http://hl7.org/fhir/ValueSet/identifier-use|4.0.1","",,,,"Identifier.use",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PH-RoadSafetyLogicalModel.patient.identifier.type","PH-RoadSafetyLogicalModel.patient.identifier.type","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Identifier type (e.g., PhilSys, PhilHealth)","Identifier type (e.g., PhilSys, PhilHealth)","This element deals only with general categories of identifiers.  It SHOULD not be used for codes that correspond 1..1 with the Identifier.system. Some identifiers may fall into multiple categories due to common usage.   Where the system is known, a type is unnecessary because the type is always part of the system definition. However systems often need to handle identifiers where the system is not known. There is not a 1:1 relationship between type and system, since many different systems have the same type.","Allows users to make use of identifiers when the identifier system is not known.","","","","","","","",,"extensible","A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","http://hl7.org/fhir/ValueSet/identifier-type|4.0.1","",,,,"Identifier.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PH-RoadSafetyLogicalModel.patient.identifier.system","PH-RoadSafetyLogicalModel.patient.identifier.system","","","",0,1,"","","Y","uri {[]} {[]}
","Identifier namespace","Identifier namespace","Identifier.system is always case sensitive.","There are many sets  of identifiers.  To perform matching of two identifiers, we need to know what set we're dealing with. The system identifies a particular set of unique identifiers.","","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""http://www.acme.com/identifiers/patient""/>","","",,,,,"",,,,"Identifier.system",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PH-RoadSafetyLogicalModel.patient.identifier.value","PH-RoadSafetyLogicalModel.patient.identifier.value","","","",0,1,"","","Y","string {[]} {[]}
","Identifier value","Identifier value","If the value is a full URI, then the system SHALL be urn:ietf:rfc:3986.  The value's primary purpose is computational mapping.  As a result, it may be normalized for comparison purposes (e.g. removing non-significant whitespace, dashes, etc.)  A value formatted for human display can be conveyed using the [Rendered Value extension](http://hl7.org/fhir/R4/extension-rendered-value.html). Identifier.value is to be treated as case sensitive unless knowledge of the Identifier.system allows the processer to be confident that non-case-sensitive processing is safe.","","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""123456""/>","","",,,,,"",,,,"Identifier.value",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PH-RoadSafetyLogicalModel.patient.identifier.period","PH-RoadSafetyLogicalModel.patient.identifier.period","","","",0,1,"","","Y","Period {[]} {[]}
","Time period when id is/was valid for use","Time period during which identifier is/was valid for use.","","","","","","","","","",,,,,"",,,,"Identifier.period",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PH-RoadSafetyLogicalModel.patient.identifier.assigner","PH-RoadSafetyLogicalModel.patient.identifier.assigner","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization|4.0.1]]}
","Organization that issued id (may be just text)","Organization that issued/manages the identifier.","The Identifier.assigner may omit the .reference element and only contain a .display element reflecting the name or other textual information about the assigning organization.","","","","","","","","",,,,,"",,,,"Identifier.assigner",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PH-RoadSafetyLogicalModel.patient.occupation","PH-RoadSafetyLogicalModel.patient.occupation","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Profession/Occupation (MDS8)","Profession/Occupation (MDS8)","","","","","","","","","",,,,,"",,,,"PH-RoadSafetyLogicalModel.patient.occupation",0,*,"",""
"PH-RoadSafetyLogicalModel.patient.address","PH-RoadSafetyLogicalModel.patient.address","","","",0,*,"","","","Address {[]} {[]}
","Addresses (home/temp/permanent)","Addresses (home/temp/permanent)","","","","","","","","","",,,,,"",,,,"PH-RoadSafetyLogicalModel.patient.address",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PH-RoadSafetyLogicalModel.patient.address.id","PH-RoadSafetyLogicalModel.patient.address.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"PH-RoadSafetyLogicalModel.patient.address.extension","PH-RoadSafetyLogicalModel.patient.address.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"PH-RoadSafetyLogicalModel.patient.address.use","PH-RoadSafetyLogicalModel.patient.address.use","","","",0,1,"","Y","Y","code {[]} {[]}
","Use: home | temp | old | work","Use: home | temp | old | work","Applications can assume that an address is current unless it explicitly says that it is temporary or old.","Allows an appropriate address to be chosen from a list of many.","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""home""/>","","",,"required","The use of an address.","http://hl7.org/fhir/ValueSet/address-use|4.0.1","",,,,"Address.use",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PH-RoadSafetyLogicalModel.patient.address.type","PH-RoadSafetyLogicalModel.patient.address.type","","","",0,1,"","","Y","code {[]} {[]}
","postal | physical | both","Distinguishes between physical addresses (those you can visit) and mailing addresses (e.g. PO Boxes and care-of addresses). Most addresses are both.","The definition of Address states that ""address is intended to describe postal addresses, not physical locations"". However, many applications track whether an address has a dual purpose of being a location that can be visited as well as being a valid delivery destination, and Postal addresses are often used as proxies for physical locations (also see the [Location](http://hl7.org/fhir/R4/location.html#) resource).","","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""both""/>","","",,"required","The type of an address (physical / postal).","http://hl7.org/fhir/ValueSet/address-type|4.0.1","",,,,"Address.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PH-RoadSafetyLogicalModel.patient.address.text","PH-RoadSafetyLogicalModel.patient.address.text","","","",0,1,"","","Y","string {[]} {[]}
","Text representation of the address","Specifies the entire address as it should be displayed e.g. on a postal label. This may be provided instead of or as well as the specific parts.","Can provide both a text representation and parts. Applications updating an address SHALL ensure that  when both text and parts are present,  no content is included in the text that isn't found in a part.","A renderable, unencoded form.","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""137 Nowhere Street, Erewhon 9132""/>","","",,,,,"",,,,"Address.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PH-RoadSafetyLogicalModel.patient.address.line","PH-RoadSafetyLogicalModel.patient.address.line","","","",0,*,"","","Y","string {[]} {[]}
","House No. and Street (MDS125)","House No. and Street (MDS125)","","","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""137 Nowhere Street""/>","","",,,,,"",,,,"Address.line",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PH-RoadSafetyLogicalModel.patient.address.city","PH-RoadSafetyLogicalModel.patient.address.city","","Municpality
","",0,1,"","","Y","string {[]} {[]}
","Name of city, town etc.","The name of the city, town, suburb, village or other community or delivery center.","","","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""Erewhon""/>","","",,,,,"",,,,"Address.city",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PH-RoadSafetyLogicalModel.patient.address.district","PH-RoadSafetyLogicalModel.patient.address.district","","County
","",0,1,"","","Y","string {[]} {[]}
","District name (aka county)","The name of the administrative area (county).","District is sometimes known as county, but in some regions 'county' is used in place of city (municipality), so county name should be conveyed in city instead.","","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""Madison""/>","","",,,,,"",,,,"Address.district",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PH-RoadSafetyLogicalModel.patient.address.state","PH-RoadSafetyLogicalModel.patient.address.state","","Province
Territory","",0,1,"","","Y","string {[]} {[]}
","Sub-unit of country (abbreviations ok)","Sub-unit of a country with limited sovereignty in a federally organized country. A code may be used if codes are in common use (e.g. US 2 letter state codes).","","","","","","","","","",,,,,"",,,,"Address.state",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PH-RoadSafetyLogicalModel.patient.address.postalCode","PH-RoadSafetyLogicalModel.patient.address.postalCode","","Zip
","",0,1,"","","Y","string {[]} {[]}
","Postal code for area","A postal code designating a region defined by the postal service.","","","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""9132""/>","","",,,,,"",,,,"Address.postalCode",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PH-RoadSafetyLogicalModel.patient.address.country","PH-RoadSafetyLogicalModel.patient.address.country","","","",0,1,"","","Y","string {[]} {[]}
","Country (e.g. can be ISO 3166 2 or 3 letter code)","Country - a nation as commonly understood or generally accepted.","ISO 3166 3 letter codes can be used in place of a human readable country name.","","","","","","","","",,,,,"",,,,"Address.country",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PH-RoadSafetyLogicalModel.patient.address.period","PH-RoadSafetyLogicalModel.patient.address.period","","","",0,1,"","","Y","Period {[]} {[]}
","Time period when address was/is in use","Time period when address was/is in use.","","Allows addresses to be placed in historical context.","","","","","<valuePeriod xmlns=""http://hl7.org/fhir"">
  <start value=""2010-03-23""/>
  <end value=""2010-07-01""/>
</valuePeriod>","","",,,,,"",,,,"Address.period",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PH-RoadSafetyLogicalModel.patient.address.barangay","PH-RoadSafetyLogicalModel.patient.address.barangay","","","",0,1,"","","","Identifier {[]} {[]}
","Barangay (MDS126)","Barangay (MDS126)","","","","","","","","","",,,,,"",,,,"PH-RoadSafetyLogicalModel.patient.address.barangay",0,1,"",""
"PH-RoadSafetyLogicalModel.patient.address.cityMunicipality","PH-RoadSafetyLogicalModel.patient.address.cityMunicipality","","","",0,1,"","","","Identifier {[]} {[]}
","City/Municipality (MDS127)","City/Municipality (MDS127)","","","","","","","","","",,,,,"",,,,"PH-RoadSafetyLogicalModel.patient.address.cityMunicipality",0,1,"",""
"PH-RoadSafetyLogicalModel.patient.address.province","PH-RoadSafetyLogicalModel.patient.address.province","","","",0,1,"","","","Identifier {[]} {[]}
","Province (MDS128)","Province (MDS128)","","","","","","","","","",,,,,"",,,,"PH-RoadSafetyLogicalModel.patient.address.province",0,1,"",""
"PH-RoadSafetyLogicalModel.patient.address.region","PH-RoadSafetyLogicalModel.patient.address.region","","","",0,1,"","","","Identifier {[]} {[]}
","Region (MDS129)","Region (MDS129)","","","","","","","","","",,,,,"",,,,"PH-RoadSafetyLogicalModel.patient.address.region",0,1,"",""
"PH-RoadSafetyLogicalModel.encounter","PH-RoadSafetyLogicalModel.encounter","","","",0,1,"","","","BackboneElement {[]} {[]}
","Encounter","Encounter","","","","","","","","","",,,,,"",,,,"PH-RoadSafetyLogicalModel.encounter",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"PH-RoadSafetyLogicalModel.encounter.id","PH-RoadSafetyLogicalModel.encounter.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"PH-RoadSafetyLogicalModel.encounter.extension","PH-RoadSafetyLogicalModel.encounter.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"PH-RoadSafetyLogicalModel.encounter.modifierExtension","PH-RoadSafetyLogicalModel.encounter.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"PH-RoadSafetyLogicalModel.encounter.incidentNumber","PH-RoadSafetyLogicalModel.encounter.incidentNumber","","","",0,1,"","","","Identifier {[]} {[]}
","Incident No. (MDS112)","Incident No. (MDS112)","","","","","","","","","",,,,,"",,,,"PH-RoadSafetyLogicalModel.encounter.incidentNumber",0,1,"",""
"PH-RoadSafetyLogicalModel.encounter.hospitalCaseNo","PH-RoadSafetyLogicalModel.encounter.hospitalCaseNo","","","",0,1,"","","","Identifier {[]} {[]}
","Hospital Case No. (MDS14)","Hospital Case No. (MDS14)","","","","","","","","","",,,,,"",,,,"PH-RoadSafetyLogicalModel.encounter.hospitalCaseNo",0,1,"",""
"PH-RoadSafetyLogicalModel.encounter.typeOfPatient","PH-RoadSafetyLogicalModel.encounter.typeOfPatient","","","",0,1,"","","","Coding {[]} {[]}
","Type of Patient (MDS15)","Type of Patient (MDS15)","","","","","","","","","",,,,,"",,,,"PH-RoadSafetyLogicalModel.encounter.typeOfPatient",0,1,"",""
"PH-RoadSafetyLogicalModel.encounter.dateTimeOfConsult","PH-RoadSafetyLogicalModel.encounter.dateTimeOfConsult","","","",0,1,"","","","dateTime {[]} {[]}
","Date/Time of Consultation (MDS16, MDS17)","Date/Time of Consultation (MDS16, MDS17)","","","","","","","","","",,,,,"",,,,"PH-RoadSafetyLogicalModel.encounter.dateTimeOfConsult",0,1,"",""
"PH-RoadSafetyLogicalModel.encounter.serviceProvider","PH-RoadSafetyLogicalModel.encounter.serviceProvider","","","",0,1,"","","","Reference {[]} {[]}
","Medical Facility (MDS104)","Medical Facility (MDS104)","","","","","","","","","",,,,,"",,,,"PH-RoadSafetyLogicalModel.encounter.serviceProvider",0,1,"",""
"PH-RoadSafetyLogicalModel.encounter.originating","PH-RoadSafetyLogicalModel.encounter.originating","","","",0,1,"","","","BackboneElement {[]} {[]}
","Originating Hospital/Physician (MDS47)","Originating Hospital/Physician (MDS47)","","","","","","","","","",,,,,"",,,,"PH-RoadSafetyLogicalModel.encounter.originating",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
