PHRoadSafetyIG : Validation Results
=========================================

err = 115, warn = 866, info = 67
$--
Generated $--. FHIR version $-- for example.fhir.ph.roadsafety#$-- (canonical = https://build.fhir.org/ig/UPM-NTHC/PH-RoadSafetyIG)
 Build Errors : 0 / 0 / 0
 /github/workspace/fsh-generated/resources/ConceptMap-MDSRoadSafety2FHIR : 0 / 11 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-ec-firecracker : 2 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-ec-forces-of-nature : 2 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-ec-gunshot : 2 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-ec-hanging-strangulation : 2 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-ec-mauling-assault : 2 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-ec-other : 2 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-ec-sexual-assault : 2 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-ec-sharp-object : 2 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-fracture : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-gcs : 0 / 9 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-how-many-patients : 2 / 1 / 3
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-how-many-vehicles : 2 / 1 / 3
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-injury-datetime : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-injury-intent : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-level-of-consciousness : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-mode-of-transport : 2 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-multiple-injuries : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-nature-burns : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-open-wound : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-other-injury : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-other-risk-factors : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-other-vehicle : 0 / 1 / 3
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-outcome-release : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-patients-vehicle : 0 / 1 / 3
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-place-of-occurrence : 0 / 1 / 3
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-position-of-patient : 0 / 1 / 3
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-pulse-rate : 0 / 6 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-pupils : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-referred-by-facility : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-reported-complaint : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-respiratory-rate : 0 / 6 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-runreport-comments : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-safety-accessories : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-status-on-arrival : 0 / 1 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-timeline-datetime : 0 / 1 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-traffic-investigator : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-transferred-from-facility : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-transport-vehicular-accident : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-traumatic-amputation : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-triage-priority : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-observation-urgency : 0 / 2 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-organization : 0 / 1 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-patient : 2 / 8 / 2
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-procedure : 0 / 1 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-procedure-transport-coordination : 2 / 1 / 3
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-service-request : 0 / 1 / 1
 /github/workspace/fsh-generated/resources/StructureDefinition-rs-task : 0 / 1 / 1
 /github/workspace/fsh-generated/resources/ValueSet-SILPH-FractureTypeVS : 2 / 2 / 1
 /github/workspace/fsh-generated/resources/ValueSet-vs-psgc-barangay : 0 / 3 / 1
 /github/workspace/fsh-generated/resources/ValueSet-vs-psgc-city : 0 / 3 / 1
 /github/workspace/fsh-generated/resources/ValueSet-vs-psgc-province : 0 / 3 / 1
 /github/workspace/fsh-generated/resources/ValueSet-vs-psgc-region : 0 / 3 / 1
 /github/workspace/input/resources/SILPH_Road_Safety_Local_Codes : 2 / 2 / 1
 /github/workspace/input/resources/SILPH___Activity__VS_def : 3 / 2 / 3
 /github/workspace/input/resources/SILPH___Burns__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___Cyanosis__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___External_Cause_of_Burns__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___External_Cause_of_Drowning__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___GCS___Eyes__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___GCS___Motor__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___GCS___Verbal__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___General_Disposition__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___Injury_Intent__VS_def : 3 / 2 / 3
 /github/workspace/input/resources/SILPH___Inpatient_Disposition__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___Level_of_Consciousness__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___List_of_Body_Sites__VS_def : 3 / 2 / 3
 /github/workspace/input/resources/SILPH___Mode_of_Transport__VS_def : 2 / 2 / 3
 /github/workspace/input/resources/SILPH___Other_Vehicle_in_Collision__VS_def : 2 / 2 / 3
 /github/workspace/input/resources/SILPH___Outcome__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___Outpatient_ER_Disposition__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___PR___Quality__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___PR___Rhythm__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___Patient_s_Vehicle__VS_def : 2 / 2 / 3
 /github/workspace/input/resources/SILPH___Place_of_Occurrence__VS_def : 3 / 2 / 3
 /github/workspace/input/resources/SILPH___Position_of_Patient__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___Pupils__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___RR___Breath_Sounds__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___RR___Rhythm__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___Risk_Factors__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___Safety_Devices__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___Sex__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___Status__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___Status_if_Alive__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___Transport_Accident_Type__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___Transport_Accident__Collision_or_Noncollision__VS_def : 2 / 3 / 1
 /github/workspace/input/resources/SILPH___Triage__VS_def : 2 / 2 / 2
 /github/workspace/input/resources/SILPH___Type_of_Patient__VS_def : 2 / 2 / 2
</table>
== n/a ==
== fsh-generated/resources/ConceptMap-MDSRoadSafety2FHIR.json ==
WARNING: ConceptMap/MDSRoadSafety2FHIR: ConceptMap.source.ofType(uri): No definition could be found for URL value 'https://build.fhir.org/ig/UP-Manila-SILab/PH-RoadSafetyIG/StructureDefinition/MDSRoadSafety'
WARNING: ConceptMap/MDSRoadSafety2FHIR: ConceptMap.group[0].source: No definition could be found for URL value 'https://build.fhir.org/ig/UP-Manila-SILab/PH-RoadSafetyIG/StructureDefinition/MDSRoadSafety'
WARNING: ConceptMap/MDSRoadSafety2FHIR: ConceptMap.group[1].source: No definition could be found for URL value 'https://build.fhir.org/ig/UP-Manila-SILab/PH-RoadSafetyIG/StructureDefinition/MDSRoadSafety'
WARNING: ConceptMap/MDSRoadSafety2FHIR: ConceptMap.group[2].source: No definition could be found for URL value 'https://build.fhir.org/ig/UP-Manila-SILab/PH-RoadSafetyIG/StructureDefinition/MDSRoadSafety'
WARNING: ConceptMap/MDSRoadSafety2FHIR: ConceptMap.group[3].source: No definition could be found for URL value 'https://build.fhir.org/ig/UP-Manila-SILab/PH-RoadSafetyIG/StructureDefinition/MDSRoadSafety'
WARNING: ConceptMap/MDSRoadSafety2FHIR: ConceptMap.group[4].source: No definition could be found for URL value 'https://build.fhir.org/ig/UP-Manila-SILab/PH-RoadSafetyIG/StructureDefinition/MDSRoadSafety'
WARNING: ConceptMap/MDSRoadSafety2FHIR: ConceptMap.group[5].source: No definition could be found for URL value 'https://build.fhir.org/ig/UP-Manila-SILab/PH-RoadSafetyIG/StructureDefinition/MDSRoadSafety'
WARNING: ConceptMap/MDSRoadSafety2FHIR: ConceptMap.group[6].source: No definition could be found for URL value 'https://build.fhir.org/ig/UP-Manila-SILab/PH-RoadSafetyIG/StructureDefinition/MDSRoadSafety'
WARNING: ConceptMap/MDSRoadSafety2FHIR: ConceptMap.group[7].source: No definition could be found for URL value 'https://build.fhir.org/ig/UP-Manila-SILab/PH-RoadSafetyIG/StructureDefinition/MDSRoadSafety'
WARNING: ConceptMap/MDSRoadSafety2FHIR: ConceptMap.group[8].source: No definition could be found for URL value 'https://build.fhir.org/ig/UP-Manila-SILab/PH-RoadSafetyIG/StructureDefinition/MDSRoadSafety'
WARNING: ConceptMap/MDSRoadSafety2FHIR: ConceptMap.group[9].source: No definition could be found for URL value 'https://build.fhir.org/ig/UP-Manila-SILab/PH-RoadSafetyIG/StructureDefinition/MDSRoadSafety'
== fsh-generated/resources/ImplementationGuide-example.fhir.ph.roadsafety.json ==
== fsh-generated/resources/StructureDefinition-ph-road-safety-logical-model.json ==
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[0]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[1]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[2]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[3]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[4]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[5]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[6]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[7]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[8]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[9]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[10]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[11]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[12]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[13]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[14]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[15]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[16]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[17]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[18]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[19]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[20]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[21]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[22]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[23]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[24]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[25]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[26]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[27]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[28]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[29]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[30]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[31]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[32]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[33]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[34]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[35]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[36]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[37]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[38]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[39]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
WARNING: StructureDefinition/ph-road-safety-logical-model: StructureDefinition.snapshot.element[40]: Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken (path.matches('[A-Za-z][A-Za-z0-9]*(\\.[a-z][A-Za-z0-9]*(\\[x])?)*'))'
